5187	2361	3
11921	4366	3
4763	1730	4
2852	1491	3
12804	5241	2
8816	1572	3
2178	7207	4
12439	3000	3
7977	7436	3
16219	2010	3
116	3307	3
3959	4009	3
4367	1468	3
493	2694	3
2582	7538	3
7513	2899	3
19439	3062	3
2957	1785	1
2274	4715	1
10363	1682	3
5717	3471	1
12310	1652	3
3719	2757	3
10513	3690	3
10693	7078	3
6498	2650	3
4225	7636	1
23140	2322	3
4150	4288	3
7761	4739	3
409	3484	1
28548	5253	3
23370	2378	3
2535	1421	3
23020	2426	2
1890	5497	3
3709	4517	1
4373	1831	3
16632	3100	4
11520	1512	3
2001	1408	3
4465	1852	3
2040	2979	3
17454	3007	3
4359	1454	3
22783	3882	5
12990	7204	3
18857	4366	3
11989	5050	5
2137	1730	3
10418	1998	1
20242	1912	3
3440	7653	3
9332	1459	3
28115	3001	3
2829	4525	3
7327	3008	3
15602	7667	2
10776	2222	3
5871	4634	3
17590	1748	4
19296	4002	5
2865	1706	2
36973	5274	3
8299	7680	3
2453	5247	3
10884	5112	3
11825	3205	4
835	5008	3
2780	3045	5
5717	4425	1
4748	7205	3
579	3454	2
573	4229	5
12455	1977	3
8651	2129	3
19774	1861	3
18689	3380	3
4659	2720	3
22966	3488	3
5384	1503	3
9232	4826	3
15126	2197	4
2721	1682	3
3804	4053	4
6856	3240	3
632	2013	1
7701	1492	3
5658	2197	3
5872	2490	3
1637	1455	3
14148	2052	5
544	5605	1
5768	3118	3
4525	3639	3
10413	1652	3
7881	2203	3
5110	2974	3
2120	3709	3
11316	2593	3
3287	3773	2
477	1497	2
4291	1644	3
4671	7667	2
14295	1730	3
5540	5195	3
25681	2720	3
3238	3000	4
33629	3927	3
17442	1748	3
6810	4832	2
23408	4434	5
9213	2800	3
6232	5296	3
2257	2920	3
22	3008	3
2	1624	3
4911	2998	3
10822	2558	1
1924	1387	5
29183	3244	3
28463	2962	3
5846	7203	3
1779	1858	5
33796	5540	5
872	7128	1
1893	7080	4
16341	2594	5
966	3690	3
28920	3113	3
6680	7653	5
9415	2610	3
23959	3546	3
3827	4691	3
13870	3931	3
17850	2385	2
8193	1681	3
258	2482	2
8814	1995	3
2117	3007	3
12417	3007	3
2130	1457	3
10478	1834	3
2073	1408	3
4585	3008	3
15208	3057	3
21112	2650	3
10332	1827	4
134	4	4
11763	4366	3
3264	1595	3
2462	1971	2
5438	1907	3
18590	7623	3
23797	4525	3
5419	7604	2
13649	4697	3
18952	2739	5
18211	2265	3
149	2983	3
26370	2959	3
3531	6835	1
2062	2102	3
9995	4053	4
30137	3066	1
16724	4080	5
181	3692	1
4119	4595	3
2715	2967	3
18085	2962	3
1316	6474	2
28628	2973	3
13481	4149	5
37662	6112	4
16456	1673	2
4807	3081	3
8778	1456	3
2955	7662	3
26983	5375	5
6619	1470	3
5261	4192	2
18189	2186	3
28109	9519	1
15844	5444	5
8179	2166	2
18026	3380	3
3152	7534	3
12078	5324	3
12679	1737	3
23796	2712	3
16378	2850	4
12358	1624	3
22328	2203	3
19378	2412	1
11163	2880	2
12990	4887	2
6993	1851	3
4123	3336	4
2982	1457	3
14964	2001	3
14030	1624	3
5146	1468	4
9829	2415	3
704	5272	3
14595	3238	3
9401	4401	3
9499	3034	5
33343	4841	2
21056	2939	3
8905	4112	3
5766	3434	3
30205	3070	3
2002	1955	3
3649	3616	3
7484	1811	2
7704	2695	3
81	2645	3
7445	2197	3
13027	3009	3
10254	1470	3
5737	2186	3
13277	7533	2
1895	4844	3
71	2032	3
10392	2709	3
9903	3088	2
5116	2685	3
26000	3033	3
8441	1595	3
33146	3742	4
18381	4697	5
3810	4426	3
6682	5151	3
3169	1520	3
3466	2950	3
6276	1438	3
20586	2991	2
20	64	3
24763	5575	3
16770	3189	1
4973	5364	3
33435	3860	3
11636	3867	3
4933	2985	3
27840	3106	3
9254	2185	3
10139	2958	3
1879	3596	5
4444	1457	3
4212	4910	3
8666	3205	3
22774	3238	3
7364	3001	3
3831	2803	3
980	321	1
5362	5379	3
3948	2910	4
1200	5255	3
3735	3164	3
8613	2222	3
20502	3327	2
12224	2579	3
37158	5499	5
339	2203	3
7533	1869	3
4447	5260	3
188	1915	1
23234	5452	1
4814	2963	4
14287	7692	3
8717	2025	3
15055	2908	1
1665	3790	3
18267	2768	3
19994	5009	3
4187	5614	3
14350	4906	2
2458	7203	3
9109	1878	3
11605	2198	3
1690	7204	3
2770	1427	3
12990	1916	3
5341	2469	2
21825	2198	3
6945	2609	3
387	4823	3
2024	1526	3
17153	2539	3
4500	3167	3
38598	7618	3
32946	3488	3
11278	2097	3
20685	3000	3
31324	3380	3
5653	1595	3
10	5097	1
10330	4962	3
141	3526	3
4368	1916	3
2161	3427	3
15294	2873	5
241	2865	3
15609	1737	3
2566	3007	3
3148	1400	4
14266	3069	3
10924	1472	3
3921	7652	3
21741	3286	3
15878	2566	3
6108	1945	3
19564	2594	3
9034	1747	3
14203	1828	5
323	4548	3
3550	7594	4
10232	1470	3
87	4259	1
29873	3485	3
14587	1814	3
25474	6811	3
3462	1748	3
34859	4697	3
409	2561	2
2715	2942	3
3424	1403	5
34774	5085	2
750	1477	5
2058	7207	3
7714	1446	3
7736	1670	3
6715	1470	3
6239	1523	2
5280	2169	3
34946	5441	3
18717	2601	3
6910	1480	2
16803	1715	2
18558	2989	3
356	11	5
10010	3380	3
1648	1666	5
6659	4350	4
26069	3457	3
25897	4643	2
14967	2355	3
27260	2884	3
211	2773	3
11007	2910	3
8524	3056	3
1963	5752	4
10944	3882	3
689	2266	3
15455	2161	1
11253	2958	3
4716	2006	3
2311	2920	3
19760	5066	3
34406	4577	3
31343	4823	3
33478	4084	3
10427	7057	4
5024	2494	1
2	5272	3
3347	2768	3
5315	2637	3
6056	2198	3
6403	5226	1
418	5211	2
38	2886	3
33421	3795	4
15192	1682	3
9049	1457	3
38394	7590	2
29266	3046	3
11177	2991	3
211	1733	2
1890	6241	1
186	1967	1
24756	2566	3
6408	2685	3
14736	2415	3
4244	5431	3
9834	3262	3
14434	2025	3
6233	1715	5
13067	2690	3
5154	2071	5
23647	2809	3
31707	3963	3
32418	9224	3
272	7204	3
2870	7273	3
18641	2439	3
10724	7205	3
5527	5478	3
232	3651	2
32640	3454	3
7865	1956	1
3309	3554	3
5838	2577	3
3762	4058	3
881	1399	3
5351	2072	3
4390	2052	2
4695	3042	4
11060	5587	3
1956	5012	3
1597	2644	3
3467	3100	3
526	2322	3
9081	2361	3
27309	4501	1
287	6019	1
34233	5310	4
4425	3229	3
5439	3449	1
2934	7652	3
9248	5040	3
14540	4447	3
5229	1760	3
1606	9351	1
10407	2184	3
4673	5008	3
2458	3436	3
248	3488	3
23373	2441	5
24519	2878	5
3204	2287	4
9587	4544	4
3145	3240	3
7409	7638	2
2751	3130	3
8971	2974	4
5676	2950	3
28883	2988	3
23802	3104	5
6047	3240	3
14497	6836	2
1992	2539	3
7057	5093	3
13747	5230	2
3207	2523	4
2282	3304	3
2691	2302	3
5712	1436	3
23144	4781	1
11373	3709	3
13214	1967	5
23054	2950	3
14604	5472	3
32710	3438	3
5741	1477	3
4033	2978	5
30717	3081	3
9541	5338	3
15502	4585	3
37422	5464	4
11598	3081	3
34797	4553	3
4285	1421	4
2479	3007	3
29432	3008	4
3748	2321	3
2892	5802	5
33329	4151	3
8214	1448	3
34	1424	3
2865	2462	1
8618	1472	5
9455	3043	3
36	2922	3
6434	4371	2
6822	3767	3
19919	1869	3
1525	2025	3
4420	2839	3
9616	2966	3
22466	5399	3
518	2657	4
11459	1504	3
8668	2542	3
7749	3057	5
22215	3022	3
26202	2899	3
2859	7403	2
258	7658	3
825	4510	3
105	2524	3
4900	3180	3
18051	1749	3
8850	2720	3
375	1836	5
5420	3265	3
8810	3982	5
17344	7649	5
8592	4747	3
2504	2763	3
10332	3754	3
919	3068	3
11759	2919	5
26113	2720	3
5697	2053	3
10601	1730	3
25896	2910	3
3757	1748	4
169	1595	3
2038	2327	3
3260	7697	3
29508	3022	3
2515	3336	4
2865	1613	2
11642	5189	3
48	2281	3
11391	1526	4
30210	3091	3
4319	1499	3
239	1741	3
1415	1858	3
13103	3914	3
2993	2520	3
25738	4502	3
8421	3837	2
28	4918	3
29282	3033	3
15354	2988	3
5883	3753	3
12609	4577	3
35746	5112	4
8872	1858	3
4795	3914	3
4528	4472	3
14568	4532	3
2231	2699	2
10477	4558	4
19246	2169	3
9517	1491	3
5515	5088	1
2108	7534	3
11557	5350	3
3153	1512	3
3443	7668	3
34669	4793	3
20081	1878	3
196	1867	3
3	5441	3
2073	2712	3
3451	3855	3
17260	2987	3
13222	2916	3
21497	5175	3
26602	7312	3
5383	1750	3
2508	3081	4
2588	4719	4
29522	3011	3
6579	4450	3
13481	1526	3
18191	2169	3
14888	3661	1
691	2196	3
36830	5273	3
1420	2955	5
4495	1730	4
4267	3229	3
5863	1554	1
13797	7566	5
1318	2220	4
704	4447	3
4716	3527	3
16280	5275	3
31094	5275	3
2789	4463	3
1994	7203	3
7179	3205	3
20286	2546	4
5159	3034	4
11023	1516	3
22663	2267	1
176	1671	3
103	2631	5
938	3007	3
11656	4318	3
22349	4523	1
3450	7201	3
1969	2965	3
23720	2524	3
23014	2809	3
608	2317	3
15677	7263	5
16832	3081	3
2038	2469	2
5253	2710	4
2697	4512	3
517	4345	3
23518	7055	2
21003	2720	3
4296	5614	5
35808	5476	3
17846	2361	3
6480	4572	3
6490	1499	3
2807	3047	3
5432	1568	3
6945	2809	3
1219	413	1
1972	2875	1
30104	3057	5
5743	1741	3
6594	2910	3
258	1336	1
22393	2954	3
4958	5241	4
2907	1858	3
15832	5626	3
4263	7653	3
12649	4805	3
7341	3386	5
17826	2720	3
15995	2406	2
23873	2987	3
7598	2321	3
2458	4805	3
12231	1927	3
1984	1424	3
6047	2602	3
513	7597	2
28996	3095	3
4420	3174	3
2907	7634	3
1910	4672	2
17143	3021	3
1524	6088	5
6765	4149	3
28179	2950	3
10557	1691	3
36101	5499	3
3776	5260	3
8661	2938	4
2155	1413	1
2770	2644	3
21849	2169	3
17409	7665	3
507	4824	4
8965	5575	3
2115	3168	3
18381	3746	3
11435	3434	4
296	1571	3
7485	5554	3
19954	5112	3
81	3290	1
2283	2005	3
21028	2134	3
15240	1652	3
5171	2216	3
34888	5154	3
5707	3069	3
6039	3441	2
232	4735	1
5883	5569	3
29229	3289	1
26387	2954	3
9096	5001	3
4372	1626	3
6285	4548	3
10383	3262	3
9888	2198	3
1925	7196	1
109	4849	3
18370	1750	3
2083	1472	2
7969	1491	3
23739	2416	3
544	5461	3
13281	1571	3
17861	2210	3
35759	6731	1
5590	3526	2
23258	2462	5
13611	1668	2
2577	5254	3
35041	5349	5
12947	3464	1
739	3381	3
1820	7640	4
87	2774	3
27027	4519	3
13067	2010	3
30013	4825	3
11423	1916	3
12351	1926	3
28112	5429	3
6921	7667	2
5250	4102	4
22409	4562	3
31763	5136	3
2645	2712	3
10105	2922	4
5439	3760	3
4156	5104	3
5343	5019	3
3451	1427	3
5034	2916	3
5218	3007	3
206	3208	2
3820	3219	3
342	1785	1
7303	4738	3
1937	1400	3
79	2415	5
11224	3306	3
24248	2610	4
13444	2210	3
2577	1391	3
8755	5050	1
24536	2531	3
10038	3167	3
7744	3038	4
11224	3417	3
2695	5587	3
14274	3181	3
3278	7087	3
127	2355	3
11817	5280	3
35321	4739	3
1259	2415	4
5261	3081	3
5883	1794	3
7319	2169	3
3224	2711	3
4445	1817	5
934	2462	1
9080	2005	3
4409	1457	3
28625	3754	5
3902	1446	3
3430	1946	3
14454	2090	1
33499	3867	3
2394	3011	3
2955	1559	1
2952	2581	3
20701	5105	3
301	3590	3
6758	5254	3
11842	1774	3
1681	4612	5
10183	1470	4
8436	2050	3
5079	3194	3
3820	5137	3
6664	2230	3
32171	3458	1
22999	3175	2
36964	5274	3
26863	5042	3
32795	3457	3
32366	3287	5
6201	3483	3
1828	1863	3
10490	4812	3
2861	4253	1
525	1484	3
20055	3069	3
4624	1666	3
20392	2801	3
4011	7639	5
13557	1839	2
1890	3711	4
71	4461	5
10661	1614	3
30863	3081	3
221	1682	4
4697	1503	3
1546	3273	3
16373	3081	3
376	3347	3
2486	2919	3
12818	4147	2
28812	3835	2
2458	4647	3
13442	2849	3
1924	2566	4
33182	3714	2
463	2631	3
382	1874	3
5877	3243	3
35	5247	3
16755	1714	3
12711	4031	5
19473	2185	4
27793	3062	3
11253	3306	3
11753	7680	3
1690	4839	5
8754	2966	3
21861	2950	3
24154	2757	3
10542	3104	3
85	4215	3
7396	1558	3
11226	1865	3
7542	3099	3
599	3070	3
30260	3164	3
667	4548	3
5570	4317	3
9321	3091	3
4911	2573	1
1687	7259	5
11365	5428	2
2027	2800	3
4298	3487	3
14351	3855	3
6068	1577	3
269	4457	2
28358	7618	4
10670	1611	5
2666	1455	3
9471	5354	4
6705	1438	3
4012	2085	3
1699	1816	3
3097	1795	4
6316	4994	3
11277	4580	1
2645	3010	3
24523	2918	3
11640	1486	3
6478	4870	3
12494	1750	3
3987	3128	4
531	2239	1
8905	1899	4
2612	1421	3
2546	3855	3
32082	3760	1
18520	2695	3
10994	6925	1
26264	2757	3
163	3303	1
5153	2950	3
14104	3989	1
4210	2959	3
3196	2134	3
24455	3009	3
1972	1801	2
8380	2899	3
88	6642	5
1678	3166	3
36101	5194	3
1703	3130	3
43	2791	5
9496	3355	2
5608	2011	3
15832	2451	4
30842	3130	3
12750	3195	5
4006	3240	3
12917	3434	3
7480	4401	3
2135	2910	3
9236	1457	3
36905	5281	1
30340	3081	3
6915	2198	3
15078	3979	2
1912	2719	2
12021	1717	1
11896	1486	3
6232	5338	3
342	2817	3
7682	1446	3
9568	3753	4
14609	2520	3
10109	2967	3
2651	2185	3
13760	2531	3
19208	2810	1
2274	5608	5
387	4719	3
9204	6931	5
18066	1749	3
34100	4532	3
159	2052	2
2357	1403	3
7356	4256	5
9866	2763	3
58	1477	3
327	4819	3
19701	3046	3
1529	7593	3
17679	4512	3
19846	4572	3
6138	2711	3
32444	3336	5
7516	3046	3
6417	1486	3
10471	6673	3
10406	2213	3
34816	5429	3
16203	2542	3
13955	1571	3
6232	5067	3
8753	2037	3
6576	2006	3
9854	1666	3
8861	2962	3
29943	5168	3
2333	3009	5
8865	2513	3
18891	2748	2
908	1705	3
6312	4922	3
2774	2415	3
7441	3034	3
35322	5195	3
3388	1519	3
15	4815	3
15832	3690	3
859	3180	3
3681	2900	3
4263	3174	3
9490	1801	4
7885	2762	3
4492	5256	3
127	1748	3
6603	2609	3
11465	4451	1
2949	1930	1
15614	2082	3
1671	1469	1
4189	1991	5
18531	2566	3
36449	5517	1
23012	2708	2
8808	2958	3
10481	7688	3
3612	4319	3
21479	2069	3
3850	2546	3
4880	3042	3
2136	1624	3
24370	7640	5
605	2084	3
16378	2302	5
23794	5498	3
9248	4512	3
96	1907	3
14511	1916	5
19945	1898	2
5583	4366	4
25757	3000	3
2297	4927	3
3372	1438	3
150	2203	4
2665	1486	3
6867	3100	3
25529	3273	3
1850	2438	3
18345	5130	1
5376	5034	1
8406	5252	3
1991	2097	3
21946	2203	3
17808	1748	3
4182	4547	3
38483	7538	3
37670	6137	3
16770	3225	5
36264	5104	3
35245	5285	3
22080	2988	5
15328	3191	4
3145	2650	3
4332	2209	3
3957	2987	3
2434	1454	3
17703	1887	2
2065	5576	3
30128	3062	3
3657	2674	2
15890	2134	5
1547	6389	3
31037	5275	3
6468	1466	3
33862	4466	3
2136	2900	3
23429	4447	3
8922	1503	3
6405	2085	3
5552	7399	5
4357	5246	2
2616	3033	3
5547	3168	3
8822	2709	3
14509	3434	3
1747	2863	3
492	3380	3
9262	1573	3
10944	4638	3
487	4934	1
2265	1388	3
4291	1614	3
5914	1642	3
1703	5498	3
7629	2610	3
5161	2800	3
15718	2415	3
9662	2941	3
16067	2925	2
196	1528	4
71	4369	3
5794	1486	3
32689	3753	3
7705	1749	3
8112	3003	3
3301	1551	2
5078	2958	3
484	2950	3
6292	1862	4
15421	1624	5
19593	1862	4
28456	2974	4
13970	1755	3
7399	2337	1
8960	1817	4
2900	5285	3
3896	2577	3
4567	3897	2
8111	1447	3
1635	2053	3
17046	2184	3
25326	4472	3
6815	2513	3
24105	3046	3
26672	2758	4
3896	5591	3
17407	3612	2
2287	2538	5
3810	1427	3
12950	4606	3
34095	4532	3
26154	4703	3
2237	2847	3
2311	2593	3
108	1618	3
4490	1448	3
24004	5358	2
1502	4910	3
8585	7203	3
24968	2610	3
211	2937	5
28085	4212	3
23511	3159	3
8490	3270	5
3464	2006	4
3301	4354	4
7043	3021	3
2431	2920	3
2654	3010	3
21215	2010	3
11812	2523	3
15831	1833	3
26999	4559	5
949	3616	5
15535	3026	3
20847	2513	3
27364	2934	4
7882	1446	3
22879	3081	3
23186	3097	3
6464	1516	3
12107	1644	3
19582	3709	3
10344	3526	5
10083	1749	3
12898	2602	3
33676	5303	5
32225	3483	3
29249	3678	3
8816	7655	3
9154	3081	4
3316	1490	3
12435	2699	3
1807	1423	3
22002	2996	3
22993	2614	2
22175	2197	3
14274	4720	3
380	4551	3
6210	3382	3
5322	3133	1
3665	3022	3
18740	2322	3
4692	2596	3
6066	2520	5
1632	980	4
19868	2910	3
5195	1748	3
13022	2360	3
14503	3095	3
12571	3927	4
8143	2361	3
1974	1387	5
19722	2216	3
7994	3207	3
23745	5429	3
2234	5184	1
9317	3025	3
29	5070	1
2058	2085	3
8901	4788	3
17810	2943	3
5030	3038	3
6908	2577	3
21587	2944	3
